133.43,128.1,77.219,125.38,98.91,82.14,74.177,76.058,123.47,76.796,136.09,133.89,90.721,134.59,101.78,85.757,81.738,116.59,90.147,134.89,129.5,130.48,87.234,107.5,85.729,82.449,124.12,80.985,121.66,136.51,132.29,90.281,89.341,134.8,94.83,89.48,89.955,87.045,124.07,82.761,124.99,85.596,130.6,78.881,128.62,131.43,135.47,97.314,133.64,79.551,95.475,88.457,94.607,102.79,95.521
72.326,85.606,128.42,78.175,43.376,128.8,121.62,125.04,38.9,123.28,71.154,86.133,133.59,88.099,35.394,127.55,125.03,52.574,123.51,79.206,96.037,85.511,129.13,46.299,129.56,118.47,50.286,117.9,74.229,68.908,87.763,117.77,132.6,83.223,49.866,135.69,122.04,137.32,50.145,133.72,82.032,127.61,53.586,119.79,84.4,59.684,90.906,139.31,70.602,48.152,138.52,123.73,139.95,37.451,130.9
38.5,72.895,114.68,43.511,24.157,115.27,119.93,116.86,22.597,114.83,37.278,67.363,109.33,54.569,24.084,116.79,115.02,29.704,119.12,27.058,61.107,44.841,112.79,25.075,121.1,107,23.503,106.33,53.866,32.205,61.206,117.1,111.14,46.29,39.622,117.84,120.01,111.22,18.323,121.48,67.027,115.14,24.764,124.75,64.832,30.047,64.397,115.33,43.112,39.228,114.35,123.19,117.87,25.012,124.15
116.92,130.59,97.255,116.73,53.999,98.85,91.89,83.893,75.749,87.27,119.44,122.29,97.607,128.98,64.429,105.67,93.364,90.034,98.138,115.33,110.31,110.2,100.69,56.363,101.5,81.296,78.196,85.573,89.465,98.778,107.06,109.39,108.39,114.96,50.381,115.13,112.57,101.27,74.178,100.81,90.429,89.729,86.126,97.017,101.48,102.35,109.26,119.65,117.04,53.184,124.15,112.39,111.97,60.776,107.22
127.87,126.01,99.505,132.12,63.792,104.79,88.787,88.46,92.137,96.7,133.41,134.09,106.03,134.35,62.002,113.49,96.438,95.038,89.436,121.79,119.66,136.2,82.262,106.25,90.545,78.003,134.62,75.813,127.12,141.62,129.41,95.719,104.26,142.52,77.941,103.77,81.046,98.521,119.08,89.466,119.8,87.773,133.22,78.178,127.25,131.38,131.75,111.68,135.13,70.491,104.56,92.387,104.4,84.319,105.95
109.35,106.77,95.201,112.08,54.486,93.506,94.647,80.329,73.517,80.88,112.34,106.68,99.788,115.83,51.794,86.009,82.04,85.657,78.032,112.82,112.88,121.63,68.034,80.853,77.212,68.129,93.188,65.802,105.52,118.76,116.01,85.079,96.397,122.32,53.059,94.639,87.397,80.611,87.153,85.343,101.72,68.441,102.29,68.391,113.56,110.94,117.78,99.797,126.02,63.308,102.71,90.874,89.505,69.624,90.343
174.6,167.47,114.51,165.94,133.05,108.16,98.074,116.68,150.63,104.09,178.02,169.63,130.15,169.53,119.3,126.5,121.09,150.12,108.33,167.07,159.2,166.28,124.88,132.05,115.18,115.69,148.12,106.58,137.61,163.66,155.98,126.06,132.02,166.66,102.68,131.14,115.01,127.58,144.73,123.85,148.45,119.59,154.29,113.88,149.21,169.14,156.56,142.12,173.89,107.34,143.78,119.24,125.88,110.6,126.49
85.418,94.622,127.99,87.778,47.66,132.57,121.9,116.46,61.11,124.14,93.348,100.41,135.76,107.2,44.271,131.72,125.31,66.039,124.54,85.212,97.311,82.008,128.71,50.829,132.27,122.91,54.04,122.75,82.983,71.233,95.646,122.06,136.13,78.218,50.979,138.63,121.28,128.61,55.141,136.63,79.668,131.06,54.938,120.99,91.997,71.352,88.422,132.5,84.471,60.079,128.46,135.38,139.42,47.251,136.09
124.95,128.76,75.705,122.81,76.621,87.686,81.273,74.332,93.147,77.72,134.52,126.28,102.84,124.92,63.685,91.639,85.569,97.743,79.455,118.69,114.41,122.27,79.264,81.776,81.78,67.509,101.71,73.208,112.21,122.98,118.83,99.184,99.474,122,52.875,109.27,93.005,86.346,84.239,99.761,92.622,84.23,96.961,81.812,111.42,119.58,116.37,108.47,122.68,56.497,109.19,94.552,109.36,70.889,100.74
119.48,124.24,91.159,121.61,64.941,102.3,86.081,86.132,86.514,93.249,111.83,110.51,106.49,122.93,59.666,94.934,96.11,87.088,97.07,123.77,119.55,121.86,89.417,78.286,91.228,80.451,100.48,75.816,105.26,123.77,125.3,92.584,101.91,129.71,73.429,106.96,94.227,89.804,100.84,84.571,107.96,86.345,112.58,78.641,119.64,123.99,122.82,106.57,126.09,59.245,115.08,98.734,102.98,71.584,100.65
94.158,102.52,131.12,100.23,45.162,132.18,119.49,122.78,65.947,126.23,91.014,99.575,141.95,107.94,49.752,144.11,143.42,63.301,141.06,82.437,107.48,108.02,138.19,67.247,135.72,115.67,74.199,132.19,85.7,98.698,104.39,132.52,142.12,117.39,58.475,147.16,132.02,129.67,82.843,132.45,98.573,119.22,92.645,114.37,110.17,106.39,111.67,148.66,120.65,61.479,139.94,133.31,136.8,58.473,150.71
112.22,115.6,102.47,117.07,58.048,114.67,100.52,103.92,69.85,105.71,115.13,103.61,118.36,120.35,61.12,119.57,101.96,80.321,104.39,110.43,112.59,121.26,96.172,76.706,94.422,87.519,93.216,91.689,97.568,113.22,114.93,100.18,106.71,122.98,66.147,117.76,90.625,92.362,96.106,92.103,100.42,89.977,112.11,82.134,104.51,122.96,120.12,108.77,122.67,63.925,115.41,96.918,111.78,68.735,101.06
120.24,121.42,131.9,127.36,55.236,138.37,115.97,124.38,88.688,129.87,127.54,127.39,139.61,133.95,62.109,133.67,132.7,80.411,133.62,131.17,132.14,131.87,125.11,85.322,126.28,114.78,110.08,108.99,116.23,138.26,134.3,118.18,133.02,144.45,71.039,132.72,113.91,121.85,104.33,120.34,109.8,107.35,110.69,107.52,123.05,130.62,137.93,143.08,141.18,62.246,146.31,119.78,127.62,71.604,131.53
113.37,117.49,112.44,121.92,60.905,111.53,98.918,93.946,80.474,99.703,117.46,117.24,106.25,122.86,58.452,104.74,96.554,80.937,99.045,99.769,109.12,108.89,112.62,57.853,107.35,102.39,71.051,99.058,90.067,96.305,98.881,120.91,125.82,118.44,53.077,121.93,105.6,115.07,64.715,115.31,84.471,102.04,82.992,94.952,95.67,88.663,103.46,129.85,110.02,48.026,123.48,115.01,117.98,50.562,124.85
135.23,135,87.775,125.71,82.139,87.965,79.493,77.289,112.58,79.606,135.16,133.21,95.695,134.33,86.302,84.527,83.864,105.12,84.672,127.97,122.82,133.55,88.796,97.718,90.152,84.436,108,80.449,114.59,123.46,123.57,98.139,99.43,126.89,73.207,97.24,87.916,91.436,105.03,84.057,115.04,90.858,113.37,76.503,120.35,124.76,129.65,100,127.03,70.882,107.16,92.188,96.845,83.917,93.749
123.63,140.38,94.068,129.06,74.711,99.064,85.571,90.781,104.56,82.606,131.53,127.64,102.09,135.14,73.648,95.756,98.871,111.08,84.739,119.05,123.14,130.82,92.214,84.066,94.863,89.955,99.817,87.676,109.75,117.66,126.45,101.34,107.15,127.21,65.108,114.73,96.627,106.51,89.171,103.18,103.09,95.905,105.66,87.52,104.87,119.59,128.25,125.75,132.47,62.665,117.07,103.72,115,64.975,117.03
135.95,133.79,91.429,137.46,90.535,89.767,90.508,86.495,106.26,83.968,130.43,135.49,96.93,130.63,74.731,91.901,90.67,107.1,84.239,133.09,137.14,129.83,97.848,99.89,88.933,79.613,113.04,83.426,114.2,135.99,127.4,104.02,104,132.09,73.104,110.36,87.024,95.05,106.33,93.928,120.08,86.224,121.57,89.379,125.48,135.07,135.17,108.31,135.88,78.405,111.21,104.21,90.211,83.21,99.658
92.333,107.57,146.19,110.57,57.142,150.4,126.79,135.48,61.735,140.13,96.218,107.81,151.81,101.99,53.079,142.22,149.58,61.527,145.53,81.621,94.557,91.453,154.75,61.24,146.04,147.11,59,145.13,97.081,76.245,96.998,134.41,156.8,103.02,70.237,150.3,137.7,156.26,65.402,154.22,101.42,145.88,66.94,148.64,101.51,80.58,93.758,155.59,83.81,67.195,148.68,144.17,158.54,63.625,141.28
115.04,111.13,73.158,115.53,57.353,67.749,71.521,65.018,80.497,62.808,97.509,106.26,69.055,107.66,63.088,68.391,68.518,79.705,70.511,103.03,98.307,109.86,75.429,71.122,60.987,61.732,84.815,50.091,92.49,97.245,102.76,82.149,87.707,105.98,40.605,86.199,83.77,68.273,62.508,81.643,81.753,63.382,81.055,72.099,89.14,97.967,103.16,94.406,101.79,41.282,99.788,93.003,98.77,43.562,100.9
88.663,105.12,123.99,105.24,44.124,126.1,111.22,109.11,56.762,114.61,94.439,95.97,122.13,116.65,47.834,119.04,109.42,65.88,108.14,98.55,104.53,101.02,108.63,55.196,130.8,100.06,69.214,115.76,98.418,92.075,99.495,115.59,131.94,106.04,46.96,125.43,111.25,120.68,65.073,120.31,83.808,116.25,75.765,105.08,89.368,94.036,98.084,138.66,109.12,47.205,134.19,120.88,132.59,52.54,129.15
141.34,137.01,91.578,131.31,104.99,80.155,69.936,83.557,128.57,75.257,145.52,146.79,86.966,135.7,109.59,92.743,84.108,124.8,90.966,148.01,137.83,140.47,87.844,131.48,69.244,83.861,143.83,74.826,140.67,138.19,140.09,73.198,86.686,129.78,107.47,87.759,74.993,88.676,139.4,90.94,142.36,80.058,144.58,87.996,142.73,138.69,138.93,93.79,142.94,121.29,85.315,87.038,95.232,118.69,88.19
154.46,144.97,102.35,152.68,115.18,101.16,87.181,100.19,147.24,98.2,173.86,162.81,109.53,161.16,108.56,102.6,102.57,142.08,98.888,178.38,163.65,156.89,98.037,147.52,99.315,105.31,156.29,98.167,155.35,169.58,161.46,91.897,115.42,154.38,125.89,105.69,89.658,107.72,168.22,101.77,160.07,107.79,161.08,88.69,148.48,161.98,157.1,112.42,160.9,131.15,104.84,93.684,107.69,127.53,96.632
122.26,128.15,82.852,119.77,87.346,77.309,71.632,72.427,102.22,67.443,130.27,130.23,80.752,126.94,83.697,81.243,71.808,108.94,72.691,124.12,117.39,129.64,80.134,93.344,82.817,68.974,108.8,68.847,109.41,112.82,121.76,88.258,93.015,128.18,63.569,99.748,87.32,84.195,97.664,85.985,111.63,71.639,110.93,76.751,118.57,122.72,130.02,105.44,124.17,63.244,108.8,109.58,98.2,89.885,97.848
67.09,81.327,119.03,74.226,35.681,126.34,120.05,119.69,40.01,115.22,62.61,75.865,130.33,82.707,32.914,116.95,121.71,32.43,119.45,60.748,85.3,69.857,115.22,33.81,120.39,103.98,41.269,107.89,76.286,65.826,80.221,114.62,130.61,77.532,33.979,131.78,117.49,119.61,41.788,110.77,77.745,108.66,62.312,105.85,86.075,68.224,91.814,128.65,74.633,39.919,135.9,126.7,124.69,40.235,137.21
141.94,142.33,103.12,133.44,82.88,101.27,88.439,103.25,122.42,98.87,145.27,144.39,111.98,148.72,91.829,112.23,103.87,108.19,104.82,150.79,147.62,143.12,97.785,110.46,96.584,92.479,125.94,87.19,127.79,140.13,138.47,103.98,104.47,150.34,96.818,112.1,93.694,109.93,121.4,103.85,127.96,100.19,135.33,90.028,142.33,141.16,139.44,112.42,143.22,86.199,111.44,96.184,104.15,92.434,113.76
114,105.35,134.46,119.91,49.99,127.35,117.08,118.81,74.805,120.11,113.26,122.14,125.8,120.52,55.187,134.67,123.47,72.441,126.22,98.29,108.5,104.54,134.3,58.184,142.07,133.57,78.659,124.63,91.379,93.515,100.62,135.12,152.31,109.16,53.881,137.62,121.92,152.2,63.604,144.64,90.663,125.58,79.398,126.1,94.426,94.966,105.95,147.96,110.04,57.171,148.78,128.15,148.72,55.2,146.01
122.55,130.63,108.3,133.82,69.308,103.8,90.367,103.77,97.423,101.62,146.58,140.4,104.99,128.32,65.293,113.74,99.041,98.951,94.213,132.57,135.52,134.2,99.893,101.18,91.324,93.536,121.76,80.353,123.92,136.18,138.32,97.066,105.5,143.47,80.516,100.92,95.218,98.513,116.56,91.326,119.47,89.874,121.54,83.122,138.13,136.73,136.7,119.64,149.41,72.161,114.85,93.001,110.05,83.954,108.7
117.27,116.76,83.036,122.92,64.012,81.383,76.239,76.902,72.519,73.099,110.86,117.68,82.413,119.53,64.722,81.281,76.934,87.517,72.888,109.7,113.46,112.63,77.639,72.29,71.481,73.825,83.813,66.088,99.831,105.09,112.99,94.73,90.051,115.97,44.249,98.883,84.361,77.317,76.194,82.281,90.816,70.179,89.149,75.279,96.288,108.04,104.95,109.51,120.28,47.994,110.97,100.95,99.876,59.089,100.81
141.01,144.63,103.8,141.21,99.312,89.818,81.995,97.082,128.19,91.475,163.17,156.99,107.61,155.91,108.52,103.4,94.889,120.39,89.099,156.31,158.98,155.26,92.081,124.6,85.484,97.585,152.06,83.483,146.57,153.54,155.53,92.825,101.02,148.42,120.29,92.55,87.621,100.33,150.39,94.466,147.57,99.511,152.58,89.794,153.23,149.97,154.77,106.41,148.08,111.03,101.39,92.383,101.46,123.52,96.659
86.726,97.198,131.16,98.455,42.126,132.51,120.94,116.04,50.589,126.05,86.388,98.28,128.95,96.661,36.165,125.86,130.36,59.865,129.17,76.977,90.017,82.499,131.24,52.057,128.5,122.98,48.028,119.48,79.327,71.326,93.829,125.19,129.14,78.787,45.266,136.32,123.16,138.9,59.235,124.07,86.128,118.16,57.202,123.44,98.17,71.317,91.008,137.56,90.644,52.045,133.28,128.54,141.97,47.203,131.98
71.886,80.137,113.59,85.205,27.087,116.97,99.643,108.03,43.726,105.39,70.502,88.202,114.54,88.88,29.439,119.86,103.69,46.232,115.58,77.702,91.226,102.67,99.443,51.527,95.66,84.493,69.128,83.992,82.779,91.169,101.77,98.261,108.18,107.13,35.397,109.19,97.114,92.659,67.499,88.37,87.99,83.865,77.956,86.88,91.166,97.317,97.447,114.54,107.96,43.211,114.22,98.111,103.87,43.845,111.24
145.97,146.04,88.795,138.15,104.64,86.346,81.348,84.17,132.62,86.395,152.33,150.3,98.848,144.74,109.74,99.465,85.513,133.26,86.903,148.24,143.09,133.11,86.152,137.1,81.972,91.973,142.85,91.665,141.29,155.43,145.44,88.18,93.003,143.52,113.78,97.554,86.146,90.951,146.83,93.29,137.83,90.159,146.63,87.862,142.34,148.29,143.51,97.903,139.63,111.95,98.93,94.237,91.953,123.41,97.959
145.17,129.91,99.588,135.35,77.1,100.26,89.571,90.677,112.28,84.738,143.01,133.01,100.45,137.46,84.917,99.508,95.276,100.72,99.981,149.08,142.16,142.06,87.447,122.14,76.015,83.461,134.6,74.371,137.77,145.73,135.4,84.553,83.475,136.7,110.04,78.247,75.059,81.296,138.55,83.303,139.24,86.887,143.96,80.868,134.65,142.5,135.21,102.36,146.15,96.913,102.28,83.013,97.92,106.95,95.407
133.22,139.91,127.69,147.53,75.435,131.59,116.89,121.14,94.751,126.78,143.7,137.01,137.6,150.56,80.504,129.35,128.33,97.507,119.71,138.94,129.13,132.89,133.02,84.524,138.36,121.11,99.679,137.06,115.54,118.65,128.73,140.02,143.67,129.96,70.342,146.04,133.94,138.36,96.355,132.77,105.2,120.79,100.46,117.06,113.1,123.39,122.02,153.59,124.5,62.322,154.2,134.24,140.26,71.599,146.79
143.72,142.16,87.93,130.6,88.904,92.617,78.651,88.387,110.77,95.197,141.69,143.7,95.746,141.47,99.707,94.441,101.74,119.32,87.695,142.81,136.44,143.29,94.456,122.48,93.087,90.777,138.69,84.743,141.08,141.34,140.87,97.168,97.392,147.1,110.72,95.628,87.77,94.318,140.39,95.079,132.93,94.373,151.53,85.331,138.21,146.7,137.23,112.55,152.39,103.35,99.248,94.306,97.857,112.69,91.079
107.17,112.47,130.46,116.12,56.817,135.18,118.5,124.57,68.222,138.12,108.53,120.76,139.02,124.51,51.092,138.74,123.96,74.004,125.99,122.93,124.17,122.91,119.67,79.233,118.82,110.59,98.527,107.29,108.82,122.67,136.73,121.98,126.98,130.07,59.387,130.6,107.1,119.9,95.527,123.05,105.66,103.6,102.8,106.95,118.32,117.68,124.32,146.26,138.9,73.103,146.89,125.55,126.95,81.501,138.14
131.23,143.2,82.885,133.98,100.19,83.089,64.764,77.703,125.14,79.951,140.42,139.63,95.272,136.31,94.003,90.018,89.022,129.69,79.407,149.11,135.57,137.92,84.676,115.13,83.175,80.479,123.69,77.094,135.77,132.52,133.25,81.612,95.084,134.3,85.554,97.625,91.794,90.846,113.15,79.637,115.96,79.326,126.05,83.585,128.28,138.85,123.75,108.94,146.71,82.892,106.96,93.378,97.556,88.595,96.944
104.99,109.73,141.86,128.32,58.155,133.77,120.14,126.76,75.596,124.79,113.3,127.81,139.62,127.57,58.286,141.28,126.04,78.634,127.56,116.33,123.49,123.11,119.66,76.355,124.58,121.98,94.63,111.7,108.85,119.26,120.25,125.86,141.83,138.56,67.424,137.43,122.97,127.24,92.24,122.32,106.64,112.55,102.81,111.75,120.93,116.11,115.08,146.81,127.88,63.975,151.1,129.2,127.95,71.815,135.54
127.24,120.66,95.618,129.84,70.538,96.38,82.623,83.076,97.857,89.754,131.74,126.99,98.621,131.13,65.918,107.58,96.452,87.293,91.311,109.39,125.21,131.88,91.448,82.127,81.069,78.804,109.34,77.315,116.76,124.99,120.04,102.78,101.6,128.03,70.154,103.47,88.574,95.873,99.304,87.545,105.41,84.958,120.9,77.52,123.27,127.39,131.09,106.1,134.91,69.246,104.74,96.234,94.656,80.866,97.596
135.76,141.04,131.65,139.11,79.61,132.76,120.59,122.33,94.282,129.63,148.41,143.44,137.1,147.86,75.907,134.1,122.87,107.27,110.99,129.36,132.93,142.6,131.99,84.5,130.54,118.39,101.13,114.94,112.8,129.12,125.13,133.98,151.41,139.55,74.333,146.91,125.4,137.18,90.302,131.48,107.49,115.23,101.59,114.46,119.39,123.14,124.75,143.48,126.6,66.641,154.4,132.88,140.74,73.046,140.83
97.297,103.43,141.98,110.17,56.886,138.8,123.93,136.71,59.883,137.96,94.493,108.8,145.77,106.65,56.219,142.02,149.4,58.293,141.22,79.528,95.215,89.072,142.72,63.373,142.84,136.58,52.347,136.88,92.647,76.099,90.428,130.16,157.34,92.135,63.677,142.56,136.78,158.44,55.322,149.68,98.765,152.51,59.354,144.63,86.906,69.291,95.591,146.03,82.045,72.18,138.63,141.44,150.95,60.778,150.36
82.808,94.589,136.92,88.557,50.671,138.49,122.67,147.78,60.37,148.84,91.76,101.43,144.36,102.63,64.258,154.02,144.63,61.541,146.63,89.522,98.425,97.867,139.37,57.809,138.36,126.13,74.17,122.99,100.82,91.498,103.37,122.6,143.63,114.1,53.195,143.41,120.83,134.96,64.313,131.8,101.4,121.02,80.866,118.14,93.249,89.256,99.811,142.99,101.12,60.258,145.45,134.79,146.99,52.211,141.43
119.45,119.59,84.897,119.28,71.008,80.98,72.916,78.803,100.45,71.295,130.53,130,84.15,123.73,83.985,85.327,76.464,103.12,74.835,127.8,126.44,128.65,79.128,83.49,84.407,79.492,96.54,73.261,107.47,114.17,113.33,99.279,101.04,121.27,51.947,102.14,79.752,78.436,90.831,88.224,103.49,77.87,106.97,70.413,107.78,119.26,114.78,106.67,123.9,51.578,111.63,98.957,103.22,69.74,103.89
111.84,122.54,111.64,126.2,47.899,105.4,91.654,94.265,74.543,99.678,114.16,127.54,107.49,119.92,49.997,112.85,103.11,65.992,102.17,107.3,114.82,120.48,92.208,71.71,83.56,85.096,94.493,71.293,111.21,120.49,115,107,107.12,133.27,62.354,109.24,93.309,87.068,79.208,88.073,99.58,77.171,104.66,74.803,121.75,113.7,130.01,98.79,109.64,44.815,113.45,91.614,100.33,65.322,105.55
62.982,77.935,136.12,68.563,51.727,125.65,122.83,129.49,51.105,128.33,66.924,75.409,125.74,70.434,43.669,129.66,148.37,46.206,133.29,69.983,91.281,73.504,128.41,42.409,125.73,124.28,43.329,124.71,78.34,60.133,73.417,124.42,140.32,71.613,51.355,131,128.76,142.79,48.423,133.42,83.467,137.24,48.208,124.44,83.969,51.271,87.488,136.66,74.243,59.82,134.82,128.88,132.46,43.635,139.36
